1734650443.888961,0
1734650443.991744,1
1734650444.094202,1
1734650444.196753,1
1734650444.301611,1
1734650444.404414,0
1734650444.507493,0
1734650444.609311,0
1734650444.711295,0
1734650444.813480,0
1734650444.915592,0
1734650445.017484,17
1734650445.119752,30
1734650445.221720,41
1734650445.323637,51
1734650445.433755,60
1734650445.535603,70
1734650445.637397,70
1734650445.739347,66
1734650445.841597,45
1734650445.943992,28
1734650446.046956,0
1734650446.148988,0
1734650446.250786,0
1734650446.352644,0
1734650446.454363,0
1734650446.556249,0
1734650446.658115,0
1734650446.760154,0
1734650446.862264,0
1734650446.964076,0
1734650447.065838,0
1734650447.168799,0
1734650447.270543,0
1734650447.372333,0
1734650447.474094,0
1734650447.575747,0
1734650447.677524,0
1734650447.782840,0
1734650447.885811,14
1734650447.988204,23
1734650448.090055,38
1734650448.193541,51
1734650448.300651,57
1734650448.405797,65
1734650448.507799,70
1734650448.609472,67
1734650448.711725,47
1734650448.813939,24
1734650448.915784,7
1734650449.021342,0
1734650449.122904,0
1734650449.224629,1
1734650449.326296,0
1734650449.428574,0
1734650449.530991,0
1734650449.632674,0
1734650449.734576,1
1734650449.840395,0
1734650449.942301,0
1734650450.043974,0
1734650450.145647,0
1734650450.249503,0
1734650450.352607,1
1734650450.457939,1
1734650450.563328,1
1734650450.665244,1
1734650450.767551,1
1734650450.869375,1
1734650450.971323,1
1734650451.073272,20
1734650451.175013,36
1734650451.276672,47
1734650451.378341,61
1734650451.482273,67
1734650451.584843,70
1734650451.686408,70
1734650451.788692,53
1734650451.890454,36
1734650451.992081,22
1734650452.093874,1
1734650452.195817,1
1734650452.299690,0
1734650452.401423,0
1734650452.503070,0
1734650452.604930,0
1734650452.707555,0
1734650452.812597,0
1734650452.914515,0
1734650453.020556,0
1734650453.122303,0
1734650453.224004,0
1734650453.325623,0
1734650453.427237,0
1734650453.528902,0
1734650453.631002,0
1734650453.733131,0
1734650453.835477,9
1734650453.937502,24
1734650454.039246,39
1734650454.140966,53
1734650454.242860,64
1734650454.344706,70
1734650454.446278,69
1734650454.548111,65
1734650454.649755,48
1734650454.752065,36
1734650454.854261,10
1734650454.955958,0
1734650455.057606,0
1734650455.159235,0
1734650455.260931,0
1734650455.362558,0
1734650455.464327,0
1734650455.566110,0
1734650455.667900,0
1734650455.770251,0
1734650455.872048,0
1734650455.973761,0
1734650456.075360,0
1734650456.177224,0
1734650456.279292,0
1734650456.380942,0
1734650456.482679,0
1734650456.584595,0
1734650456.686455,10
1734650456.789033,26
1734650456.890824,37
1734650456.992602,53
1734650457.096677,60
1734650457.198597,70
1734650457.302125,69
1734650457.403746,64
1734650457.505530,40
1734650457.607180,29
1734650457.709392,8
1734650457.811741,0
1734650457.913504,0
1734650458.015378,0
1734650458.117077,0
1734650458.218830,0
1734650458.320843,0
1734650458.422624,0
1734650458.524356,0
1734650458.626256,0
1734650458.730846,0
1734650458.836823,0
1734650458.938666,0
1734650459.040442,0
1734650459.143354,0
1734650459.245024,0
1734650459.350417,0
1734650459.452043,0
1734650459.553658,0
1734650459.655616,1
1734650459.757973,17
1734650459.860057,33
1734650459.961896,46
1734650460.063819,59
1734650460.165569,68
1734650460.267256,70
1734650460.369116,69
1734650460.470763,53
1734650460.572500,42
1734650460.677225,29
1734650460.779435,0
1734650460.881232,0
1734650460.982774,0
1734650461.084380,0
1734650461.186049,0
1734650461.287714,1
1734650461.389253,1
1734650461.491028,1
1734650461.592779,1
1734650461.694520,1
1734650461.796867,1
1734650461.898721,1
1734650462.000415,1
1734650462.102853,1
1734650462.204711,1
1734650462.306334,0
1734650462.408563,0
1734650462.510123,0
1734650462.611559,0
1734650462.716808,0
1734650462.819146,10
1734650462.921094,26
1734650463.022979,38
1734650463.124614,52
1734650463.228931,57
1734650463.332588,66
1734650463.434803,70
1734650463.536535,65
1734650463.638437,43
1734650463.740501,24
1734650463.843003,7
1734650463.944952,0
1734650464.046699,0
1734650464.148485,0
1734650464.250121,0
1734650464.352199,0
1734650464.454175,0
1734650464.556273,0
1734650464.657954,0
1734650464.760036,0
1734650464.862087,0
1734650464.963923,0
1734650465.065641,0
1734650465.167319,0
1734650465.269167,0
1734650465.370751,0
1734650465.472411,0
1734650465.574347,0
1734650465.676039,0
1734650465.778481,0
1734650465.881073,0
1734650465.985885,14
1734650466.087713,26
1734650466.191499,41
1734650466.293021,55
1734650466.395943,65
1734650466.501010,70
1734650466.602864,70
1734650466.706633,62
1734650466.808913,42
1734650466.910800,33
1734650467.012664,1
1734650467.117130,0
1734650467.218820,0
1734650467.320462,0
1734650467.422143,0
1734650467.523845,0
1734650467.627611,0
1734650467.729807,0
1734650467.832206,0
1734650467.933961,0
1734650468.035541,0
1734650468.141099,0
1734650468.242736,0
1734650468.344408,0
1734650468.446278,0
1734650468.548106,0
1734650468.649974,0
1734650468.752599,0
1734650468.854868,12
1734650468.957092,28
1734650469.059138,38
1734650469.160859,52
1734650469.262630,64
1734650469.364352,69
1734650469.469159,69
1734650469.570945,60
1734650469.672667,43
1734650469.775258,29
1734650469.880021,1
1734650469.981780,0
1734650470.083354,0
1734650470.185254,0
1734650470.286943,0
1734650470.388650,0
1734650470.490584,0
1734650470.592657,0
1734650470.694289,0
1734650470.796626,0
1734650470.898443,0
1734650471.000003,0
1734650471.102967,0
1734650471.205936,0
1734650471.310043,1
1734650471.417998,1
1734650471.520971,1
1734650471.622674,1
