1734648838.685384,0
1734648838.788106,12
1734648838.893489,17
1734648838.996341,25
1734648839.098232,31
1734648839.200223,37
1734648839.305114,46
1734648839.407797,51
1734648839.509543,59
1734648839.612670,67
1734648839.714682,76
1734648839.817199,79
1734648839.919570,80
1734648840.023573,79
1734648840.125864,80
1734648840.227671,79
1734648840.334260,80
1734648840.435868,80
1734648840.539458,80
1734648840.641058,80
1734648840.744562,80
1734648840.846955,80
1734648840.951563,80
1734648841.053375,80
1734648841.155231,79
1734648841.256914,78
1734648841.358750,78
1734648841.460648,80
1734648841.564792,77
1734648841.666357,75
1734648841.772430,76
1734648841.875596,75
1734648841.977570,77
1734648842.080935,80
1734648842.183107,79
1734648842.284741,78
1734648842.386431,78
1734648842.488161,78
1734648842.589640,78
1734648842.694711,80
1734648842.797294,79
1734648842.900342,80
1734648843.002524,79
1734648843.104286,79
1734648843.206309,80
1734648843.308106,80
1734648843.414879,79
1734648843.517150,80
1734648843.618932,79
1734648843.721298,79
1734648843.823515,80
1734648843.925485,80
1734648844.027300,80
1734648844.128907,80
1734648844.230675,77
1734648844.332852,77
1734648844.439766,75
1734648844.541441,75
1734648844.644437,74
1734648844.748641,74
1734648844.850725,74
1734648844.952805,76
1734648845.059148,78
1734648845.161760,75
1734648845.267814,74
1734648845.369971,74
1734648845.471533,72
1734648845.573180,72
1734648845.675262,69
1734648845.778842,63
1734648845.882665,58
1734648845.984497,51
1734648846.089571,46
1734648846.192605,41
1734648846.294941,40
1734648846.397265,40
1734648846.499715,39
1734648846.604727,39
1734648846.709723,37
1734648846.812735,37
1734648846.914637,37
1734648847.016386,36
1734648847.120023,36
1734648847.221975,36
1734648847.386275,36
1734648847.487924,38
1734648847.589726,36
1734648847.691553,37
1734648847.796174,36
1734648847.898201,34
1734648848.000070,35
1734648848.102152,34
1734648848.205273,35
1734648848.312679,31
1734648848.414271,35
1734648848.516607,36
1734648848.618977,35
1734648848.721158,36
1734648848.825437,35
1734648848.928058,34
1734648849.031389,36
1734648849.133485,35
1734648849.236229,35
1734648849.338259,35
1734648849.440369,35
1734648849.541879,35
1734648849.644410,34
1734648849.752728,35
1734648849.857684,36
1734648849.960295,35
